"ElementName","DataType","Size","Required","ElementDescription","ValueRange","Notes","Aliases"
"subjectkey","GUID","","Required","The NDAR Global Unique Identifier (GUID) for research subject","NDAR*","",""
"src_subject_id","String","20","Required","Subject ID how it's defined in lab/project","","",""
"interview_date","Date","","Required","Date on which the interview/genetic test/sampling/imaging/biospecimen was completed. MM/DD/YYYY","","",""
"interview_age","Integer","","Required","Age in months at the time of the interview/test/sampling/imaging.","0 :: 1260","Age is rounded to chronological month. If the research participant is 15-days-old at time of interview, the appropriate value would be 0 months. If the participant is 16-days-old, the value would be 1 month.",""
"sex","String","20","Required","Sex of subject at birth","M;F; O; NR","M = Male; F = Female; O=Other; NR = Not reported","gender"
"eventname","String","60","Required","The event name for which the data was collected","","",""
"tfmri_ma_arvn_secdk_bstslh","Float","","Recommended","Standard error of the mean for MID all anticipation of reward versus neutral contrast in APARC ROI lh-bankssts","","","tfmri_mid_all_antic.reward.vs.neutral_sem_cort.desikan_bankssts.lh,tfmri_mid_all_anticrewardvsneutral_sem_cortdesikan_banksstslh"
"tfmri_ma_arvn_secdk_clancglh","Float","","Recommended","Standard error of the mean for MID all anticipation of reward versus neutral contrast in APARC ROI lh-caudalanteriorcingulate","","","tfmri_mid_all_antic.reward.vs.neutral_sem_cort.desikan_caudalanteriorcingulate.lh,tfmri_mid_all_anticrewardvsneutral_sem_cortdesikan_caudalanteriorcingulatelh"
"tfmri_ma_arvn_secdk_clmdftlh","Float","","Recommended","Standard error of the mean for MID all anticipation of reward versus neutral contrast in APARC ROI lh-caudalmiddlefrontal","","","tfmri_mid_all_antic.reward.vs.neutral_sem_cort.desikan_caudalmiddlefrontal.lh,tfmri_mid_all_anticrewardvsneutral_sem_cortdesikan_caudalmiddlefrontallh"
"tfmri_ma_arvn_secdk_culh","Float","","Recommended","Standard error of the mean for MID all anticipation of reward versus neutral contrast in APARC ROI lh-cuneus","","","tfmri_mid_all_antic.reward.vs.neutral_sem_cort.desikan_cuneus.lh,tfmri_mid_all_anticrewardvsneutral_sem_cortdesikan_cuneuslh"
"tfmri_ma_arvn_secdk_ehinallh","Float","","Recommended","Standard error of the mean for MID all anticipation of reward versus neutral contrast in APARC ROI lh-entorhinal","","","tfmri_mid_all_antic.reward.vs.neutral_sem_cort.desikan_entorhinal.lh,tfmri_mid_all_anticrewardvsneutral_sem_cortdesikan_entorhinallh"
"tfmri_ma_arvn_secdk_fflh","Float","","Recommended","Standard error of the mean for MID all anticipation of reward versus neutral contrast in APARC ROI lh-fusiform","","","tfmri_mid_all_antic.reward.vs.neutral_sem_cort.desikan_fusiform.lh,tfmri_mid_all_anticrewardvsneutral_sem_cortdesikan_fusiformlh"
"tfmri_ma_arvn_secdk_ifpalh","Float","","Recommended","Standard error of the mean for MID all anticipation of reward versus neutral contrast in APARC ROI lh-inferiorparietal","","","tfmri_mid_all_antic.reward.vs.neutral_sem_cort.desikan_inferiorparietal.lh,tfmri_mid_all_anticrewardvsneutral_sem_cortdesikan_inferiorparietallh"
"tfmri_ma_arvn_secdk_iftllh","Float","","Recommended","Standard error of the mean for MID all anticipation of reward versus neutral contrast in APARC ROI lh-inferiortemporal","","","tfmri_mid_all_antic.reward.vs.neutral_sem_cort.desikan_inferiortemporal.lh,tfmri_mid_all_anticrewardvsneutral_sem_cortdesikan_inferiortemporallh"
"tfmri_ma_arvn_secdk_ihcglh","Float","","Recommended","Standard error of the mean for MID all anticipation of reward versus neutral contrast in APARC ROI lh-isthmuscingulate","","","tfmri_mid_all_antic.reward.vs.neutral_sem_cort.desikan_isthmuscingulate.lh,tfmri_mid_all_anticrewardvsneutral_sem_cortdesikan_isthmuscingulatelh"
"tfmri_ma_arvn_secdk_laocclh","Float","","Recommended","Standard error of the mean for MID all anticipation of reward versus neutral contrast in APARC ROI lh-lateraloccipital","","","tfmri_mid_all_antic.reward.vs.neutral_sem_cort.desikan_lateraloccipital.lh,tfmri_mid_all_anticrewardvsneutral_sem_cortdesikan_lateraloccipitallh"
"tfmri_ma_arvn_secdk_laoftlh","Float","","Recommended","Standard error of the mean for MID all anticipation of reward versus neutral contrast in APARC ROI lh-lateralorbitofrontal","","","tfmri_mid_all_antic.reward.vs.neutral_sem_cort.desikan_lateralorbitofrontal.lh,tfmri_mid_all_anticrewardvsneutral_sem_cortdesikan_lateralorbitofrontallh"
"tfmri_ma_arvn_secdk_lglh","Float","","Recommended","Standard error of the mean for MID all anticipation of reward versus neutral contrast in APARC ROI lh-lingual","","","tfmri_mid_all_antic.reward.vs.neutral_sem_cort.desikan_lingual.lh,tfmri_mid_all_anticrewardvsneutral_sem_cortdesikan_linguallh"
"tfmri_ma_arvn_secdk_moftlh","Float","","Recommended","Standard error of the mean for MID all anticipation of reward versus neutral contrast in APARC ROI lh-medialorbitofrontal","","","tfmri_mid_all_antic.reward.vs.neutral_sem_cort.desikan_medialorbitofrontal.lh,tfmri_mid_all_anticrewardvsneutral_sem_cortdesikan_medialorbitofrontallh"
"tfmri_ma_arvn_secdk_mdtllh","Float","","Recommended","Standard error of the mean for MID all anticipation of reward versus neutral contrast in APARC ROI lh-middletemporal","","","tfmri_mid_all_antic.reward.vs.neutral_sem_cort.desikan_middletemporal.lh,tfmri_mid_all_anticrewardvsneutral_sem_cortdesikan_middletemporallh"
"tfmri_ma_arvn_secdk_pahpallh","Float","","Recommended","Standard error of the mean for MID all anticipation of reward versus neutral contrast in APARC ROI lh-parahippocampal","","","tfmri_mid_all_antic.reward.vs.neutral_sem_cort.desikan_parahippocampal.lh,tfmri_mid_all_anticrewardvsneutral_sem_cortdesikan_parahippocampallh"
"tfmri_ma_arvn_secdk_pactlh","Float","","Recommended","Standard error of the mean for MID all anticipation of reward versus neutral contrast in APARC ROI lh-paracentral","","","tfmri_mid_all_antic.reward.vs.neutral_sem_cort.desikan_paracentral.lh,tfmri_mid_all_anticrewardvsneutral_sem_cortdesikan_paracentrallh"
"tfmri_ma_arvn_secdk_psopclh","Float","","Recommended","Standard error of the mean for MID all anticipation of reward versus neutral contrast in APARC ROI lh-parsopercularis","","","tfmri_mid_all_antic.reward.vs.neutral_sem_cort.desikan_parsopercularis.lh,tfmri_mid_all_anticrewardvsneutral_sem_cortdesikan_parsopercularislh"
"tfmri_ma_arvn_secdk_psoblh","Float","","Recommended","Standard error of the mean for MID all anticipation of reward versus neutral contrast in APARC ROI lh-parsorbitalis","","","tfmri_mid_all_antic.reward.vs.neutral_sem_cort.desikan_parsorbitalis.lh,tfmri_mid_all_anticrewardvsneutral_sem_cortdesikan_parsorbitalislh"
"tfmri_ma_arvn_secdk_pstglh","Float","","Recommended","Standard error of the mean for MID all anticipation of reward versus neutral contrast in APARC ROI lh-parstriangularis","","","tfmri_mid_all_antic.reward.vs.neutral_sem_cort.desikan_parstriangularis.lh,tfmri_mid_all_anticrewardvsneutral_sem_cortdesikan_parstriangularislh"
"tfmri_ma_arvn_secdk_pclh","Float","","Recommended","Standard error of the mean for MID all anticipation of reward versus neutral contrast in APARC ROI lh-pericalcarine","","","tfmri_mid_all_antic.reward.vs.neutral_sem_cort.desikan_pericalcarine.lh,tfmri_mid_all_anticrewardvsneutral_sem_cortdesikan_pericalcarinelh"
